Username,Forum Profile,Vendor Profile,Date Registered,Last Active,Signature,Personal Text,Custom Title,Location,Posts,Karma
caerus,39896,4c44d3c164,2012/10/29 19:11,2013/09/26 10:47,"New batch of GDP=>>http://silkroadvb5piz3r.onion/silkroad/item/dd522a233d

Vendor page: http://silkroadvb5piz3r.onion/silkroad/user/4c44d3c164

Public key: 
http://dkn255hz262ypmii.onion/index.php?topic=174.msg607888#msg607888",N/A,N/A,N/A,248 (0.721 per day),+41/-6
QualityKings,57962,42e56befaf,2013/03/12 20:55,2013/09/28 16:52,"vendor page
http://silkroadvb5piz3r.onion/silkroad/user/42e56befaf",N/A,N/A,N/A,82 (0.390 per day),+5/-1
Symbiosis,29768,N/A,2012/08/07 18:41,2013/09/05 01:21,N/A,N/A,N/A,N/A,23 (0.054 per day),+3/-1
Operation Shulgin,22816,567f71e9ab,2012/06/06 16:37,N/A,"Maroc Coffee shop hash @ $3.9,- a gram BULK
MDMA KG €8500,-
http://silkroadvb5piz3r.onion/silkroad/user/567f71e9ab
Selling top notch crystal Methylone, NBOMe
2C-I ♥ 2C-E ♥ 2C-P ♥ 2C-T-2 ♥ 2C-T-7 ♥
Chemistry Discussion:
http://dkn255hz262ypmii.onion/index.php?topic=35570.
Feb. 2011 - Oct. 2013",I chose the underground!,N/A,N/A,231 (0.472 per day),+25/-12
Ticket,54476,78e85baf97,2013/02/10 21:24,2013/09/24 06:55,"I am a low-volume seller of prescription stimulants (Adderall mostly), 
Cannabis, and mushrooms.
My vendor page: http://silkroadvb5piz3r.onion/silkroad/user/78e85baf97",N/A,N/A,N/A,103 (0.429 per day),+2/-1
seneca,30822,3f06a98a4a,2012/08/15 16:57,N/A,http://silkroadvb5piz3r.onion/index.php/silkroad/user/3f06a98a4a,N/A,N/A,N/A,19 (0.045 per day),+2/-4
Happyman,22718,ffef1b6754,2012/06/05 18:20,2013/10/06 17:12,"LINK TO THE HAPPYMAN STORE

http://silkroadvb5piz3r.onion/silkroad/user/ffef1b6754",be happy life is to short :),N/A,N/A,46 (0.094 per day),+2/-9
No GenRx,21728,30f84ac667,2012/05/26 18:44,2012/11/28 16:28,http://silkroadvb5piz3r.onion/silkroad/user/30f84ac667,Now top 2% of vendors on SR with over 400+ sales,N/A,N/A,200 (0.400 per day),+13/-14
mrmining,66335,a73d0c0574,2013/04/26 14:49,2013/10/04 01:42,"-=-=-=-
Vendor page: http://silkroadvb5piz3r.onion/silkroad/user/a73d0c0574
-=-=-=-",N/A,N/A,N/A,92 (0.558 per day),+6/-0
ogbryan,53855,9ef88d66eb,2013/02/06 06:38,2013/10/07 18:10,"I specialize in Top Shelf.... I grow Banana OG KUSH and TRUE OG Kush.

I focus on QUALITY not quantity
http://silkroadvb5piz3r.onion/silkroad/user/9ef88d66eb",N/A,N/A,N/A,95 (0.389 per day),+11/-3
NoStress,48941,cdc91719f9,2013/01/05 19:44,2013/10/03 05:42,"""A bud or two will do! One click get it QuiK"" - NoStress
http://silkroadvb5piz3r.onion/silkroad/user/cdc91719f9",N/A,N/A,N/A,4 (0.014 per day),+0/-0
catfish916,78490,51f53d2997,2013/07/10 14:13,2013/09/26 04:00,http://silkroadvb5piz3r.onion/silkroad/user/51f53d2997,N/A,N/A,N/A,4 (0.044 per day),+0/-0
montfort,70510,8456c7765d,2013/05/17 23:14,2013/10/05 18:13,"Canadian Steroids - Best Quality - Best Price
Shipping to Canada and USA - Arrival Guaranteed.
Looking for steroid advice? Contact me!

http://silkroadvb5piz3r.onion/silkroad/user/8456c7765d",N/A,N/A,N/A,72 (0.503 per day),+2/-0
420MEDS,19689,3ac70fa530,2012/05/04 14:17,2013/06/20 07:56,"-- 420MEDS -- high quality edibles in europe -- 
http://silkroadvb5piz3r.onion/silkroad/user/3ac70fa530 --",N/A,N/A,N/A,40 (0.077 per day),+0/-0
Starlight Express,21684,e6bf5c5cfd,2012/05/26 05:48,2012/10/17 16:31,"See my profile for PGP key and current items for sale:  
http://silkroadvb5piz3r.onion/silkroad/user/e6bf5c5cfd

SATISFACTION GUARANTEED - AND NO BS TERMS OF SERVICE TO AGREE TO BEFOREHAND.


FE is for suckas.",Your high speed connection!,N/A,N/A,25 (0.050 per day),+11/-2
Dimercurio,62804,64bd5f5211,2013/04/08 02:42,2013/10/01 02:06,Vendor profile:  http://silkroadvb5piz3r.onion/silkroad/user/64bd5f5211,N/A,N/A,N/A,54 (0.295 per day),+0/-0
californiadreams,58652,78b3f8b2de,2013/03/16 18:57,2013/10/02 22:16,"Store Front:

http://silkroadvb5piz3r.onion/silkroad/user/78b3f8b2de",N/A,N/A,N/A,115 (0.558 per day),+2/-7
3dames,668,N/A,2011/06/24 04:54,2013/09/23 17:41,N/A,N/A,N/A,N/A,13 (0.016 per day),+2/-0
MaidMandy,43394,2c851dc401,2012/11/22 23:58,N/A,"Vendor of MDMA (pills and powder)

SR Profile: http://silkroadvb5piz3r.onion/silkroad/user/2c851dc401

Review Page: http://dkn255hz262ypmii.onion/index.php?topic=90329",What can I do for you?...,N/A,N/A,215 (0.674 per day),+63/-5
anchientlib,5229,48bfadd5fd,2011/11/06 06:13,2013/10/05 10:18,"Ancient Libertarians  A.K.A.  Libby
http://silkroadvb5piz3r.onion/silkroad/user/48bfadd5fd


It's not the things you do in life that you regret, it's the things in life 
that you didn't...(or the people you didn't) LOL.

m_/[-(O)-u-(O)-]\_m","Reds, Yellows or Placidil i'M READY TO BUY NOW!",N/A,USA,233 (0.332 per day),+13/-4
pharmacypowder,58970,N/A,2013/03/19 01:27,N/A,"WE ARE NOW SET UP ON SHEEP AND BMR USING THE SAME NAME
BMR-http://5onwnspjvuk7cwvk.onion/index.php

SHEEP 
MARKETPLACE-http://sheep5u64fi457aw.onion/account/profile/dd3e133e5306e701ff6e4b2da882856f

WE PREFER THE SHEEPMARKET! MUCH BETTER INTERFACE

BACKUP EMAIL: pharmacypowder@safe-mail.net",N/A,N/A,N/A,198 (0.975 per day),+22/-16
JohnnyDeal,6380,8969302e8d,2011/12/04 02:23,2013/08/28 21:28,"SR profile
http://silkroadvb5piz3r.onion/silkroad/user/8969302e8d",Namasté.,N/A,N/A,22 (0.033 per day),+4/-2
Kr1sKr1ngle,25628,f12f8c3eb2,2012/07/03 08:40,2013/04/02 10:30,"http://silkroadvb5piz3r.onion/silkroad/user/f12f8c3eb2

santaclaus@tormail.org",N/A,N/A,N/A,56 (0.121 per day),+1/-2
KeithLemon,82339,ee01859937,2013/07/31 20:21,2013/10/07 20:14,"BANG TIDY! 

http://silkroadvb5piz3r.onion/silkroad/user/ee01859937",N/A,N/A,N/A,66 (0.957 per day),+2/-1
Thirty_Rox,29472,dd2d643f6b,2012/08/05 02:59,N/A,"Vendor page: 
http://silkroadvb5piz3r.onion/index.php/silkroad/user/dd2d643f6b",SR Vendor,N/A,N/A,87 (0.203 per day),+11/-2
DoctaFeelgood,22819,30722215d7,2012/06/06 17:22,2012/11/27 08:48,"SR Vendor Profile:
http://silkroadvb5piz3r.onion/silkroad/user/30722215d7",Turn off the TV and read.,N/A,Cyberspace.,67 (0.137 per day),+8/-0
AfternoonDelight,17514,a8a6be4f8e,2012/04/15 17:55,2013/09/11 17:15,"Vendor Reviews:  http://dkn255hz262ypmii.onion/index.php?topic=19782.0
Vendor Profile:  http://silkroadvb5piz3r.onion/silkroad/user/a8a6be4f8e",We'll make a lot of lovin' 'for the sun goes down,N/A,N/A,129 (0.238 per day),+10/-9
uglydoll,21710,bccb12400a,2012/05/26 14:35,2013/08/21 20:42,http://silkroadvb5piz3r.onion/silkroad/user/bccb12400a,N/A,N/A,N/A,203 (0.406 per day),+8/-10
LittlePharma,14648,N/A,2012/03/16 04:26,2013/09/30 17:10,"Be careful when picking a vendor.  They say cost is king, I say be 
careful... Keep in mind that you are giving out your address... Make sure 
you go with someone who is stable and can be trusted, not someone who 
want's to play a character.",Character > Cost,N/A,N/A,211 (0.370 per day),+8/-12
PuffDaddy,16049,64a70cf0f0,2012/03/31 11:15,2013/09/10 07:06,"High Quality Psychedelics and Cannabis Products:
http://silkroadvb5piz3r.onion/silkroad/user/64a70cf0f0",N/A,N/A,N/A,24 (0.043 per day),+2/-0
SFdirect,61973,5dd9f23a4c,2013/04/04 09:47,2013/08/19 01:56,"SR vendor page: http://silkroadvb5piz3r.onion/silkroad/user/5dd9f23a4c

Forum Vendor Review Page: 
http://dkn255hz262ypmii.onion/index.php?topic=151543.0

Less than 50 forum posts Vendor Review Page: 
http://dkn255hz262ypmii.onion/index.php?topic=142580.0",Do what you feel,N/A,N/A,78 (0.417 per day),+5/-21
TheGuy,72665,6578be709a,2013/06/02 00:57,2013/10/06 12:34,"http://silkroadvb5piz3r.onion/silkroad/user/6578be709a

Free postage on my first orders! Check it out:

http://silkroadvb5piz3r.onion/silkroad/item/827579800c","No frills, just pills! UK Armodafinil + Modafinil!",N/A,N/A,58 (0.453 per day),+0/-0
GoldenLotus,61899,4c52dc5efc,2013/04/04 02:44,N/A,Vendor Profile: http://silkroadvb5piz3r.onion/silkroad/user/4c52dc5efc,N/A,N/A,N/A,514 (2.749 per day),+214/-20
nugz,14802,N/A,2012/03/18 05:07,2012/05/23 07:56,N/A,N/A,N/A,Nibiru,38 (0.067 per day),+2/-1
kallekatt,6183,d6dc3e9909,2011/11/30 14:01,2013/09/06 09:16,Vendorpage: http://silkroadvb5piz3r.onion/silkroad/user/d6dc3e9909,N/A,N/A,N/A,64 (0.094 per day),+5/-0
godofall2,4029,e01efe38b0,2011/10/13 23:50,N/A,"Cocaine
http://silkroadvb5piz3r.onion/silkroad/user/e01efe38b0

Testing for adulterants (cuts) of cocaine
made this post for test you can do at home.
http://dkn255hz262ypmii.onion/index.php?topic=187191.0",N/A,N/A,N/A,364 (0.502 per day),+26/-22
USd-N-methylamphetamine,16925,167fbaf85e-----,2012/04/09 22:59,2012/06/03 20:05,Vendor page----http://silkroadvb5piz3r.onion/silkroad/user/167fbaf85e-----,N/A,N/A,N/A,70 (0.128 per day),+4/-2
tony76,8506,N/A,2012/01/10 07:08,2012/04/25 21:51,N/A,N/A,N/A,N/A,523 (0.821 per day),+57/-16
DrugBuddy,40767,a24cc18281,2012/11/05 21:43,2013/09/24 13:04,".   .   .
 
Harm Minimisation Vendor (AU)
Drug Presence, Cuts & Purity Tests, Urine Drug Screening Tests, Clean 
Needles & Injecting Equipment for SR Buyers & Vendors.

http://silkroadvb5piz3r.onion/index.php/silkroad/user/a24cc18281",Play Safe!,N/A,N/A,72 (0.214 per day),+4/-6
indianpilldaddy,42897,7c43707f07,2012/11/19 09:10,2013/10/02 19:08,"checkout our listing here
http://silkroadvb5piz3r.onion/silkroad/user/7c43707f07 .

You can also check us out on BMR here 
http://5onwnspjvuk7cwvk.onion/index.php?p=viewUser&id=105158",N/A,N/A,N/A,371 (1.149 per day),+65/-7
medsforyou,64095,eec0f2e53b,2013/04/14 09:56,2013/08/27 13:50,My Vendor Page: http://silkroadvb5piz3r.onion/silkroad/user/eec0f2e53b,N/A,N/A,N/A,1 (0.006 per day),+0/-0
The Dream Team,84989,880f7b05db,2013/08/13 15:54,2013/10/02 21:43,SR vendor account : http://silkroadvb5piz3r.onion/silkroad/user/880f7b05db,N/A,N/A,N/A,2 (0.036 per day),+4/-0
Christian2356,88068,35809c7473,2013/08/24 20:27,2013/10/03 00:30,"Link to my Vendorpage:
http://silkroadvb5piz3r.onion/silkroad/user/35809c7473",N/A,N/A,Germany,53 (1.178 per day),+0/-2
MadeInHolland,12326,bb008e5a8d,2012/02/21 12:53,2013/04/09 11:58,SR Vendor Link: http://silkroadvb5piz3r.onion/silkroad/user/bb008e5a8d,N/A,N/A,N/A,51 (0.086 per day),+3/-2
PablosPuro,49264,1c5db1f902,2013/01/08 00:27,N/A,http://silkroadvb5piz3r.onion/silkroad/user/1c5db1f902,N/A,N/A,305,4 (0.015 per day),+0/-0
DopeyDwarf,8578,N/A,2012/01/11 11:24,2012/11/13 11:45,N/A,N/A,N/A,N/A,36 (0.057 per day),+0/-1
Boyd Crowder,33564,d14f6dff3d,2012/09/06 23:05,2013/08/27 02:39,"Vendor Profile: 
http://silkroadvb5piz3r.onion/index.php/silkroad/user/d14f6dff3d
Review thread: http://dkn255hz262ypmii.onion/index.php?topic=42622.0
Tormail: boydcrowder@tormail.org

I can't stand people who take drugs, especially those damn customs officers.",Over the hills and far away,N/A,N/A,126 (0.318 per day),+18/-5
DomesticDrops,74742,131f4672fd,2013/06/14 08:55,N/A,"Vendor Page:
http://silkroadvb5piz3r.onion/silkroad/user/131f4672fd
Review Thread:
http://dkn255hz262ypmii.onion/index.php?topic=172469.15",N/A,N/A,N/A,32 (0.276 per day),+5/-5
High Carts,57263,4750bcee62,2013/03/03 18:33,2013/08/30 16:03,"For great products at great prices, please see my vendor page:
http://silkroadvb5piz3r.onion/silkroad/user/4750bcee62",N/A,N/A,UK,87 (0.397 per day),+3/-6
star-light,38960,7399ffa5d5,2012/10/22 06:04,2013/10/02 20:49,My vendor page: http://silkroadvb5piz3r.onion/silkroad/user/7399ffa5d5,N/A,N/A,N/A,20 (0.057 per day),+0/-0
JackBlue,37369,15f394e321,2012/10/08 08:57,2013/10/04 01:01,"JackBlue
http://silkroadvb5piz3r.onion/silkroad/user/15f394e321",N/A,N/A,Northern California,158 (0.433 per day),+33/-10
ashylarry,56788,f85784d8b0,2013/02/27 21:30,2013/10/03 22:43,http://silkroadvb5piz3r.onion/silkroad/user/f85784d8b0,N/A,N/A,N/A,117 (0.525 per day),+6/-1
TheFunGuy,75770,91bd298d3e,2013/06/21 04:49,2013/10/02 17:16,"TheFunGuy 

Quality Buds and Shrooms

http://silkroadvb5piz3r.onion/silkroad/user/91bd298d3e",N/A,N/A,N/A,256 (2.349 per day),+9/-4
OZ ROCK CAFE,53310,b2763e9f3a,2013/02/02 08:00,2013/08/11 18:30,http://silkroadvb5piz3r.onion/silkroad/user/b2763e9f3a,N/A,N/A,N/A,24 (0.097 per day),+0/-1
DeemzBeemz,80348,7223d9df7c,2013/07/18 20:55,N/A,"Vendor Page: http://silkroadvb5piz3r.onion/silkroad/user/7223d9df7c
Review Thread: http://dkn255hz262ypmii.onion/index.php?topic=188741",N/A,N/A,N/A,119 (1.451 per day),+8/-1
dryice,58496,5e01abf2fd,2013/03/15 13:30,2013/08/27 13:58,"Vendors Page
http://silkroadvb5piz3r.onion/silkroad/user/5e01abf2fd
PGP KEY
http://dkn255hz262ypmii.onion/index.php?topic=174.msg1268895#msg1268895",dryice drug store Australia (please encrypt pm's),N/A,AUSTRALIA,138 (0.667 per day),+16/-16
kangaroostew,77784,f4ccf569c1,2013/07/05 12:16,2013/10/03 11:26,http://silkroadvb5piz3r.onion/silkroad/user/f4ccf569c1,N/A,N/A,N/A,0 (0 per day),+0/-0
aussieunderground,77458,bfb1351eb3,2013/07/03 01:01,2013/07/06 16:47,Check us out here: http://silkroadvb5piz3r.onion/silkroad/user/bfb1351eb3,Welcome to the Aussie Underground,N/A,NSW - Australia,0 (0 per day),+0/-0
googleyed1,7743,d1d2469a98,2011/12/26 12:45,2013/10/06 21:55,"See our personal page for extra stock and specials not listed =)
http://silkroadvb5piz3r.onion/index.php/silkroad/user/d1d2469a98

Do all we can to look after SR community <3",N/A,N/A,N/A,1000 (1.534 per day),+43/-35
MisterReplicator,35965,b38fb4efae,2012/09/26 02:32,2013/04/12 13:08,"PGP> http://dkn255hz262ypmii.onion/index.php?topic=174.msg486389#msg486389
SR Vendor> http://silkroadvb5piz3r.onion/index.php/silkroad/user/b38fb4efae
Privacy Specialist
Id and docs vendor
Moonrock Curator",N/A,N/A,onionland,28 (0.074 per day),+6/-0
prof_T,22938,3e4d0b2cee,2012/06/07 22:22,2012/08/29 19:59,"no tweaker left behind

i'm proud of my rating.  i've never blacklisted a buyer or asked anyone to 
edit a review..  i'll never see 100, but the feedback is real.

<<<<< vendor page >>>>>>
http://silkroadvb5piz3r.onion/silkroad/user/3e4d0b2cee",been in the lab with a pen and a pad,N/A,constantinople,36 (0.074 per day),+11/-3
JetSetRC,79047,892201ee17,2013/07/13 20:28,2013/10/07 06:00,"a-PVP (HCL Powder), Methylone Crystals, 25i-NBOMe, 4-AcO-DMT

http://silkroadvb5piz3r.onion/silkroad/user/892201ee17

-=Jet Set RC=-",N/A,N/A,N/A,63 (0.724 per day),+0/-0
Peaceful,75592,N/A,2013/06/19 22:41,N/A,"We are now up and running on Sheep Marketplace!  Here is our store link:

http://sheep5u64fi457aw.onion/account/profile/9db1c530676b2f883e247f8fe8147ea7

Peace!
Peaceful",N/A,N/A,N/A,83 (0.755 per day),+3/-2
NorthWestDirect,45543,338503614b,2012/12/09 04:47,2013/08/07 02:48,"REVIEW/DEALS THREAD: http://dkn255hz262ypmii.onion/index.php?topic=180905.0
SR VENDOR URL: http://silkroadvb5piz3r.onion/silkroad/user/338503614b",Cheers & Enjoy,N/A,United States of America,465 (1.535 per day),+53/-30
horrortrips,56932,c3ec82abd2,2013/02/28 21:36,2013/09/25 18:05,http://silkroadvb5piz3r.onion/silkroad/user/c3ec82abd2,N/A,N/A,N/A,117 (0.527 per day),+7/-8
jacksticky,3049,696d1af8cd,2011/09/11 11:13,N/A,Vendor profile: http://silkroadvb5piz3r.onion/silkroad/user/696d1af8cd,N/A,N/A,N/A,30 (0.040 per day),+1/-2
PreciousCargo,40228,8e95dd39f7,2012/11/01 03:20,N/A,"Visit my SR Vendor Page at:
http://silkroadvb5piz3r.onion/silkroad/user/8e95dd39f7

Your #1 choice for Medical Marijuana, THC Concentrates, Fentanyl, Dilaudid, 
LSD to name a few!",N/A,N/A,N/A,12 (0.035 per day),+0/-1
DrDeepWood,1459,53c41a3ec1,2011/07/20 06:42,2013/08/15 06:29,"Clandestine Chemistry Consultant
SR Username: ""Ron Paul""

Review Thread:
dkn255hz262ypmii.onion/index.php?topic=45417

Items for Sale:
http://silkroadvb5piz3r.onion/index.php/silkroad/user/53c41a3ec1",N/A,N/A,N/A,202 (0.249 per day),+32/-27
Blackjack021,80481,637e399e89,2013/07/19 19:35,N/A,http://silkroadvb5piz3r.onion/silkroad/user/637e399e89,"Opium, Speed, Ecstasy and Weed in my shop",N/A,EU,174 (2.148 per day),+14/-15
GOTMILKTEAM,39481,98079f2164,2012/10/25 17:40,2013/10/02 16:05,"Check Out Vendor GOTMILK on SR.

Codeine Syrup 20mg/ml, Valium, Xanax, Tramadol, Codeine, Viagra, Benzos, 
great deals on bulk.

We are 100% honest and reliable we value our clients.

http://silkroadvb5piz3r.onion/index.php/silkroad/user/98079f2164",SENIOR VENDOR GOTMILK on Silk Roads - Great Deals!,N/A,N/A,293 (0.842 per day),+20/-19
soulkontroller,31504,cc61d2fb05,2012/08/20 21:35,2013/10/02 20:12,"DMTree  FTW
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
Vendor Profile -  http://silkroadvb5piz3r.onion/silkroad/user/cc61d2fb05

Review Thread - http://dkn255hz262ypmii.onion/index.php?topic=188929.0",O.G. SR Vendor,N/A,on the map,118 (0.285 per day),+6/-5
Digital Buddha,69744,dd41c22107,2013/05/13 06:36,2013/08/28 23:57,"Real LSD, real prices.  Now listing medical grade earwax hash oil in small 
quantities, too!

VENDOR PAGE: http://silkroadvb5piz3r.onion/silkroad/user/dd41c22107

PUBLIC PGP KEY: 
http://dkn255hz262ypmii.onion/index.php?topic=174.msg1132513#msg1132513",...to give you inspiration that you cannot find.,N/A,USA,173 (1.169 per day),+25/-12
Off The Wagon,13788,N/A,2012/03/07 04:14,2013/09/28 18:20,N/A,N/A,N/A,N/A,137 (0.236 per day),+3/-3
MeGrimlock,71538,N/A,2013/05/24 22:53,N/A,N/A,N/A,N/A,Canada,97 (0.713 per day),+6/-2
BudCentral,59961,1bebd7348d,2013/03/25 00:40,2013/09/03 21:42,"BudCentral's Silk Road vendor page:
http://silkroadvb5piz3r.onion/silkroad/user/1bebd7348d

And chatting with you now is his employee, Trappy.",N/A,N/A,N/A,8 (0.041 per day),+1/-1
JahBUDS,26295,e33f5a66d0,2012/07/10 07:34,2013/09/14 02:02,".: http://silkroadvb5piz3r.onion/silkroad/user/e33f5a66d0 :.
Best Indoor Medical Marijuana! US->US VENDOR.

.: http://dkn255hz262ypmii.onion/index.php?topic=33948.0 :.
Review Thread.",Everybody play the tough guy ’til shit pop off.,N/A,N/A,346 (0.760 per day),+33/-19
shroomin1,10416,428e489a06,2012/02/02 18:09,2013/10/02 18:33,"My Vendor Profile:
http://silkroadvb5piz3r.onion/silkroad/user/428e489a06

My PGP Pubic key:
http://dkn255hz262ypmii.onion/index.php?topic=174.msg99365#msg99365",N/A,N/A,USA,54 (0.088 per day),+9/-2
dubdubbawobwob,5574,a12c131207,2011/11/14 16:36,2013/08/19 04:56,"Long-Time Vendor Offering The Best Deals For Long-Time Members

http://silkroadvb5piz3r.onion/silkroad/user/a12c131207",N/A,N/A,N/A,63 (0.091 per day),+3/-2
icemancz,80604,ba132e8d90,2013/07/20 14:57,2013/09/28 09:00,http://silkroadvb5piz3r.onion/silkroad/user/ba132e8d90,N/A,N/A,N/A,1 (0.013 per day),+0/-0
operatorplease,59031,54ae55179c,2013/03/19 11:43,N/A,Vendor page - http://silkroadvb5piz3r.onion/silkroad/user/54ae55179c,N/A,N/A,N/A,125 (0.616 per day),+13/-2
NATURE ALCHEMIST,14798,347fb3804d,2012/03/18 04:16,N/A,"http://silkroadvb5piz3r.onion/silkroad/user/347fb3804d

Premium Weed, Hash, Ketamine, Speed & XTC Pills",Anonymous Drugs Worldwide,N/A,N/A,66 (0.116 per day),+5/-1
blueveil,20181,6b054e104e,2012/05/09 18:49,N/A,"Vendor Account Domestic Shrooms- 
http://silkroadvb5piz3r.onion/index.php/silkroad/user/6b054e104e
Tribal Council-http://dkn255hz262ypmii.onion/index.php?topic=95294.0
Drum Circle-http://dkn255hz262ypmii.onion/index.php?topic=95295.0",SR Vendor,N/A,N/A,687 (1.329 per day),+139/-106
Euphoric,29764,2cb1f0787f,2012/08/07 17:28,2013/10/03 04:03,"GHB/1,4B Vendor Page:  
http://silkroadvb5piz3r.onion/index.php/silkroad/user/2cb1f0787f","GHB/1,4B SR Vendor",N/A,N/A,88 (0.206 per day),+5/-3
Peaceandpot,4202,N/A,2011/10/20 14:19,N/A,"SHM: 
http://sheep5u64fi457aw.onion/account/profile/bf27818163a305601091204891967e4d

BMR: peace_and_pot

DeepBay: applying now....
GPG SAME AS BEFORE.",Bringing the Coffeeshop to your door. :),N/A,N/A,16 (0.022 per day),+2/-2
smile awhile,36006,c4fc9694b2,2012/09/26 07:46,N/A,Vendor profile: http://silkroadvb5piz3r.onion/silkroad/user/c4fc9694b2,N/A,N/A,N/A,0 (0 per day),+14/-8
sWEED,30156,ca1b968560,2012/08/10 10:46,2013/01/14 18:49,"Vendors Page. Become a fan. 
http://silkroadvb5piz3r.onion/index.php/silkroad/user/ca1b968560",Weed Vendor,N/A,Sweden,39 (0.092 per day),+15/-3
envious,86398,N/A,2013/08/18 18:04,2013/10/07 21:55,N/A,N/A,N/A,N/A,43 (0.843 per day),+12/-4
Rizzuto,69260,5396a696b6,2013/05/09 21:34,2013/08/03 23:56,"Premium Peruvian Fishscale Cocaine: 
http://silkroadvb5piz3r.onion/silkroad/user/5396a696b6

My official thread: http://dkn255hz262ypmii.onion/index.php?topic=160121.0


The loudest one in the room is the weakest one in the room.",N/A,N/A,N/A,119 (0.783 per day),+16/-15
JeffBobb,70104,b837eeb5d4,2013/05/15 06:22,2013/10/02 23:55,"Vendor's Page:  http://silkroadvb5piz3r.onion/silkroad/user/b837eeb5d4

SR Rumor Mill Official JeffBobb Review Thread:  
http://dkn255hz262ypmii.onion/index.php?topic=174094.0

PGP Key:  http://dkn255hz262ypmii.onion/index.php?topic=174.1850",N/A,N/A,N/A,87 (0.596 per day),+7/-0
Limitless Corp,76713,d99d75acf0,2013/06/27 21:14,2013/07/23 11:46,"SR Vendor Profile: http://silkroadvb5piz3r.onion/silkroad/user/d99d75acf0
Review Thread: http://dkn255hz262ypmii.onion/index.php?topic=178048.0",N/A,N/A,N/A,54 (0.524 per day),+0/-0
youcantouchthis,77699,b54c8ab4db,2013/07/04 18:34,2013/10/03 07:42,"My Seller's Account

http://silkroadvb5piz3r.onion/silkroad/user/b54c8ab4db

Mephedrone, LSD Ying Yang 120ug, MDMA,  Amphetamine, AL-LAD blotters 150ug 
each, LSZ blotters 150ug each, OC 80- CRUSHABLE, MANY stuff shipped from 
China",N/A,N/A,N/A,62 (0.646 per day),+1/-6
CaptainSnowFlakes,73258,688b90d5fc,2013/06/05 20:09,2013/10/03 16:55,"CaptainSnowFlakes is serving all of your high quality cocaine needs!
My vendor page: http://silkroadvb5piz3r.onion/silkroad/user/688b90d5fc

Official Review Thread - 
http://dkn255hz262ypmii.onion/index.php?topic=186554.0",HQ Cocaine Vendor,N/A,N/A,188 (1.504 per day),+16/-9
GlassHouse,40493,14fb82d314,2012/11/03 15:45,2013/03/17 18:44,Vendor: http://silkroadvb5piz3r.onion/silkroad/user/14fb82d314,N/A,N/A,N/A,91 (0.268 per day),+3/-0
Supplyin Aus,49531,N/A,2013/01/09 13:33,2013/10/04 14:37,"OUT OF HERE... HOPEFULLY STAY OUT OF JAIL!

Hey thought i might add contact details incase anyone wants to say ""Hi"" or 
wants to ""Continue dealings"".
Only known regulars shall apply, Pm me or email for pgp key but you should 
have it on file.

supplyinaus@Safe-mail.net",N/A,N/A,HIDING,85 (0.313 per day),+9/-2
apeking,55005,c5e6fe2329,2013/02/14 15:03,2013/09/03 14:18,"SR profile: http://silkroadvb5piz3r.onion/silkroad/user/c5e6fe2329
Forum review thread: http://dkn255hz262ypmii.onion/index.php?topic=82224.0",N/A,N/A,N/A,54 (0.229 per day),+1/-0
NurseJoy,59017,5850f6a6ff,2013/03/19 08:15,2013/08/20 04:26,"1mg Alprazolam - XANAX -
Selling it all for just over a $1 AUD /pill!
http://silkroadvb5piz3r.onion/silkroad/user/5850f6a6ff
Love,
NurseJoy",N/A,N/A,N/A,38 (0.187 per day),+0/-0
oxiD,5375,b603fe1951,2011/11/09 12:28,2013/10/02 18:21,"High Quality bk-MDMA & Dimethocaine Shipped from Europe!

My Shop: http://silkroadvb5piz3r.onion/silkroad/user/b603fe1951",N/A,N/A,N/A,78 (0.112 per day),+3/-1
RaverLove,71729,9937e52494,2013/05/27 10:31,2013/10/02 11:32,http://silkroadvb5piz3r.onion/silkroad/user/9937e52494,N/A,N/A,N/A,140 (1.045 per day),+13/-9
NelsonMuntz,80179,ec5e1574b5,2013/07/17 22:49,2013/10/04 01:15,"Vendor Page: http://silkroadvb5piz3r.onion/silkroad/user/ec5e1574b5

Forum Reviews & Feedback: 
http://dkn255hz262ypmii.onion/index.php?topic=190389.0

Special Offers: http://dkn255hz262ypmii.onion/index.php?topic=188101.0

Email: nelsonmuntz@tormail.org","""Stop hitting yourself!""",N/A,Springfield,103 (1.256 per day),+17/-1
LIGHTFLOWER,28676,e1a2aec8fe),2012/07/30 20:09,2013/08/24 21:38,"25b
[$250]900 hits, full blotter sheet
[$175] 450 hits, half blotter sheet
[$80] 150 hits
[$30] 50 hits
my shop: http://silkroadvb5piz3r.onion/silkroad/user/e1a2aec8fe 
(http://silkroadvb5piz3r.onion/silkroad/user/e1a2aec8fe)",vendor. NBOMEs for the masses. +1.5k transactions.,N/A,Right Here,251 (0.577 per day),+70/-17
indica9,32630,fc6912c357,2012/08/29 19:58,N/A,"SR vendor
http://silkroadvb5piz3r.onion/silkroad/user/fc6912c357

Feedbacks & whats new

http://dkn255hz262ypmii.onion/index.php?topic=110699.0",N/A,N/A,N/A,184 (0.454 per day),+21/-7
